,Number of Bedrooms,County,Rent_Price,Land_Price,Population of County,Avg_Rent_By_Bedroom,Rent_Land_Ratio,vat_internal_€m,paye_income_tax_and_usc_€m,self_employed_income_tax_€m,corporation_tax_€m,capital_gains_tax_€m,VALUE
1155,Three bed,Kildare,1333.62,18680,247774,1385.131496350365,0.0713929336188436,487.01,933.79,120.42,168.72,65.43,68053
1156,1 to 3 bed,Kildare,1329.94,18680,247774,1230.7152459016395,0.071195931477516,487.01,933.79,120.42,168.72,65.43,68053
1157,Three bed,Kildare,1320.93,18680,247774,1385.131496350365,0.0707135974304068,487.01,933.79,120.42,168.72,65.43,68053
1158,1 to 2 bed,Kildare,1319.45,18680,247774,1184.0090322580645,0.0706343683083511,487.01,933.79,120.42,168.72,65.43,68053
1159,Two bed,Kildare,1316.98,18680,247774,1274.9833802816902,0.0705021413276231,487.01,933.79,120.42,168.72,65.43,68053
1160,Two bed,Kildare,1307.7,18680,247774,1274.9833802816902,0.0700053533190578,487.01,933.79,120.42,168.72,65.43,68053
1161,1 to 2 bed,Kildare,1293.39,18680,247774,1184.0090322580645,0.0692392933618843,487.01,933.79,120.42,168.72,65.43,68053
1162,Three bed,Kildare,1285.33,18680,247774,1385.131496350365,0.0688078158458244,487.01,933.79,120.42,168.72,65.43,68053
1163,All bedrooms,Kildare,1275.04,18680,247774,1298.127292225201,0.0682569593147751,487.01,933.79,120.42,168.72,65.43,68053
1164,1 to 3 bed,Kildare,1274.82,18680,247774,1230.7152459016395,0.0682451820128479,487.01,933.79,120.42,168.72,65.43,68053
1165,Two bed,Kildare,1257.3,18680,247774,1274.9833802816902,0.0673072805139186,487.01,933.79,120.42,168.72,65.43,68053
1166,All bedrooms,Kildare,1250.34,18680,247774,1298.127292225201,0.0669346895074946,487.01,933.79,120.42,168.72,65.43,68053
1167,Two bed,Kildare,1248.14,18680,247774,1274.9833802816902,0.0668169164882227,487.01,933.79,120.42,168.72,65.43,68053
1168,Two bed,Kildare,1246.62,18680,247774,1274.9833802816902,0.0667355460385439,487.01,933.79,120.42,168.72,65.43,68053
1169,1 to 2 bed,Kildare,1241.61,18680,247774,1184.0090322580645,0.0664673447537473,487.01,933.79,120.42,168.72,65.43,68053
1170,All bedrooms,Kildare,1233.7,18680,247774,1298.127292225201,0.066043897216274,487.01,933.79,120.42,168.72,65.43,68053
1171,1 to 2 bed,Kildare,1233.7,18680,247774,1184.0090322580645,0.066043897216274,487.01,933.79,120.42,168.72,65.43,68053
1172,Three bed,Kildare,1229.47,18680,247774,1385.131496350365,0.0658174518201284,487.01,933.79,120.42,168.72,65.43,68053
1173,1 to 3 bed,Kildare,1227.05,18680,247774,1230.7152459016395,0.0656879014989293,487.01,933.79,120.42,168.72,65.43,68053
1174,Two bed,Kildare,1210.5,18680,247774,1274.9833802816902,0.0648019271948608,487.01,933.79,120.42,168.72,65.43,68053
1175,1 to 2 bed,Kildare,1208.9,18680,247774,1184.0090322580645,0.0647162740899357,487.01,933.79,120.42,168.72,65.43,68053
1176,1 to 3 bed,Kildare,1203.59,18680,247774,1230.7152459016395,0.0644320128479657,487.01,933.79,120.42,168.72,65.43,68053
1177,One bed,Kildare,1182.85,18680,247774,1057.0936904761904,0.0633217344753747,487.01,933.79,120.42,168.72,65.43,68053
1178,1 to 3 bed,Kildare,1178.22,18680,247774,1230.7152459016395,0.0630738758029978,487.01,933.79,120.42,168.72,65.43,68053
1179,One bed,Kildare,1175.43,18680,247774,1057.0936904761904,0.0629245182012848,487.01,933.79,120.42,168.72,65.43,68053
1180,Two bed,Kildare,1168.4,18680,247774,1274.9833802816902,0.0625481798715203,487.01,933.79,120.42,168.72,65.43,68053
1181,1 to 2 bed,Kildare,1153.51,18680,247774,1184.0090322580645,0.0617510706638115,487.01,933.79,120.42,168.72,65.43,68053
1182,All bedrooms,Kildare,1152.48,18680,247774,1298.127292225201,0.061695931477516,487.01,933.79,120.42,168.72,65.43,68053
1183,1 to 2 bed,Kildare,1145.48,18680,247774,1184.0090322580645,0.0613211991434689,487.01,933.79,120.42,168.72,65.43,68053
1184,All bedrooms,Kildare,1136.99,18680,247774,1298.127292225201,0.0608667023554603,487.01,933.79,120.42,168.72,65.43,68053
1185,All bedrooms,Kildare,1129.72,18680,247774,1298.127292225201,0.0604775160599571,487.01,933.79,120.42,168.72,65.43,68053
1186,Two bed,Kildare,1127.02,18680,247774,1274.9833802816902,0.0603329764453961,487.01,933.79,120.42,168.72,65.43,68053
1187,One bed,Kildare,1125.05,18680,247774,1057.0936904761904,0.0602275160599571,487.01,933.79,120.42,168.72,65.43,68053
1188,1 to 3 bed,Kildare,1107.63,18680,247774,1230.7152459016395,0.0592949678800856,487.01,933.79,120.42,168.72,65.43,68053
1189,Three bed,Kildare,1102.32,18680,247774,1385.131496350365,0.0590107066381156,487.01,933.79,120.42,168.72,65.43,68053
1190,1 to 2 bed,Kildare,1095.73,18680,247774,1184.0090322580645,0.0586579229122055,487.01,933.79,120.42,168.72,65.43,68053
1191,1 to 3 bed,Kildare,1092.79,18680,247774,1230.7152459016395,0.0585005353319057,487.01,933.79,120.42,168.72,65.43,68053
1192,1 to 3 bed,Kildare,1087.97,18680,247774,1230.7152459016395,0.058242505353319,487.01,933.79,120.42,168.72,65.43,68053
1193,All bedrooms,Kildare,1050.27,18680,247774,1298.127292225201,0.0562243040685224,487.01,933.79,120.42,168.72,65.43,68053
1194,One bed,Kildare,1046.76,18680,247774,1057.0936904761904,0.0560364025695931,487.01,933.79,120.42,168.72,65.43,68053
1195,All bedrooms,Kildare,1032.83,18680,247774,1298.127292225201,0.0552906852248393,487.01,933.79,120.42,168.72,65.43,68053
1196,1 to 2 bed,Kildare,1022.7,18680,247774,1184.0090322580645,0.0547483940042826,487.01,933.79,120.42,168.72,65.43,68053
1197,One bed,Kildare,1016.05,18680,247774,1057.0936904761904,0.0543923982869379,487.01,933.79,120.42,168.72,65.43,68053
1198,1 to 3 bed,Kildare,1015.16,18680,247774,1230.7152459016395,0.0543447537473233,487.01,933.79,120.42,168.72,65.43,68053
1199,1 to 3 bed,Kildare,993.74,18680,247774,1230.7152459016395,0.0531980728051391,487.01,933.79,120.42,168.72,65.43,68053
1200,Two bed,Kildare,986.8,18680,247774,1274.9833802816902,0.0528265524625267,487.01,933.79,120.42,168.72,65.43,68053
1201,Two bed,Kildare,962.67,18680,247774,1274.9833802816902,0.0515347965738758,487.01,933.79,120.42,168.72,65.43,68053
1202,1 to 2 bed,Kildare,946.7,18680,247774,1184.0090322580645,0.0506798715203426,487.01,933.79,120.42,168.72,65.43,68053
1203,1 to 2 bed,Kildare,939.55,18680,247774,1184.0090322580645,0.0502971092077087,487.01,933.79,120.42,168.72,65.43,68053
1204,One bed,Kildare,923.05,18680,247774,1057.0936904761904,0.0494138115631691,487.01,933.79,120.42,168.72,65.43,68053
1205,One bed,Kildare,903.63,18680,247774,1057.0936904761904,0.0483741970021413,487.01,933.79,120.42,168.72,65.43,68053
1206,One bed,Kildare,856.06,18680,247774,1057.0936904761904,0.0458276231263383,487.01,933.79,120.42,168.72,65.43,68053
1207,One bed,Kildare,836.01,18680,247774,1057.0936904761904,0.0447542826552462,487.01,933.79,120.42,168.72,65.43,68053
1208,Four plus bed,Kilkenny,1157.74,15200,104160,1680.8637333333334,0.0761671052631579,127.72,357.33,54.65,65.33,17.77,58136
1209,Two bed,Kilkenny,1043.75,15200,104160,1274.9833802816902,0.0686677631578947,127.72,357.33,54.65,65.33,17.77,58136
1210,All bedrooms,Kilkenny,1037.8,15200,104160,1298.127292225201,0.0682763157894736,127.72,357.33,54.65,65.33,17.77,58136
1211,Three bed,Kilkenny,1021.09,15200,104160,1385.131496350365,0.0671769736842105,127.72,357.33,54.65,65.33,17.77,58136
1212,All bedrooms,Kilkenny,1008.56,15200,104160,1298.127292225201,0.0663526315789473,127.72,357.33,54.65,65.33,17.77,58136
1213,1 to 3 bed,Kilkenny,1004.98,15200,104160,1230.7152459016395,0.0661171052631579,127.72,357.33,54.65,65.33,17.77,58136
1214,1 to 2 bed,Kilkenny,993.67,15200,104160,1184.0090322580645,0.0653730263157894,127.72,357.33,54.65,65.33,17.77,58136
1215,Three bed,Kilkenny,942.18,15200,104160,1385.131496350365,0.0619855263157894,127.72,357.33,54.65,65.33,17.77,58136
1216,All bedrooms,Kilkenny,940.06,15200,104160,1298.127292225201,0.0618460526315789,127.72,357.33,54.65,65.33,17.77,58136
1217,All bedrooms,Kilkenny,935.34,15200,104160,1298.127292225201,0.0615355263157894,127.72,357.33,54.65,65.33,17.77,58136
1218,1 to 3 bed,Kilkenny,877.14,15200,104160,1230.7152459016395,0.0577065789473684,127.72,357.33,54.65,65.33,17.77,58136
1219,1 to 3 bed,Kilkenny,871.33,15200,104160,1230.7152459016395,0.0573243421052631,127.72,357.33,54.65,65.33,17.77,58136
1220,1 to 3 bed,Kilkenny,851.03,15200,104160,1230.7152459016395,0.0559888157894736,127.72,357.33,54.65,65.33,17.77,58136
1221,All bedrooms,Kilkenny,844.73,15200,104160,1298.127292225201,0.0555743421052631,127.72,357.33,54.65,65.33,17.77,58136
1222,Two bed,Kilkenny,830.42,15200,104160,1274.9833802816902,0.0546328947368421,127.72,357.33,54.65,65.33,17.77,58136
1223,All bedrooms,Kilkenny,803.87,15200,104160,1298.127292225201,0.0528861842105263,127.72,357.33,54.65,65.33,17.77,58136
1224,1 to 3 bed,Kilkenny,802.9,15200,104160,1230.7152459016395,0.0528223684210526,127.72,357.33,54.65,65.33,17.77,58136
1225,1 to 2 bed,Kilkenny,789.48,15200,104160,1184.0090322580645,0.0519394736842105,127.72,357.33,54.65,65.33,17.77,58136
1226,One bed,Kilkenny,707.19,15200,104160,1057.0936904761904,0.0465256578947368,127.72,357.33,54.65,65.33,17.77,58136
1227,Four plus bed,Laois,1115.77,14625,91877,1680.8637333333334,0.0762919658119658,99.83,89.49,30.21,27.3,10.06,57805
1228,Four plus bed,Laois,1069.61,14625,91877,1680.8637333333334,0.0731357264957264,99.83,89.49,30.21,27.3,10.06,57805
1229,Three bed,Laois,1032.16,14625,91877,1385.131496350365,0.0705750427350427,99.83,89.49,30.21,27.3,10.06,57805
1230,Three bed,Laois,1002.06,14625,91877,1385.131496350365,0.068516923076923,99.83,89.49,30.21,27.3,10.06,57805
1231,Three bed,Laois,998.74,14625,91877,1385.131496350365,0.0682899145299145,99.83,89.49,30.21,27.3,10.06,57805
1232,All bedrooms,Laois,989.88,14625,91877,1298.127292225201,0.0676841025641025,99.83,89.49,30.21,27.3,10.06,57805
1233,1 to 3 bed,Laois,970.21,14625,91877,1230.7152459016395,0.0663391452991453,99.83,89.49,30.21,27.3,10.06,57805
1234,All bedrooms,Laois,950.74,14625,91877,1298.127292225201,0.0650078632478632,99.83,89.49,30.21,27.3,10.06,57805
1235,Two bed,Laois,942.06,14625,91877,1274.9833802816902,0.0644143589743589,99.83,89.49,30.21,27.3,10.06,57805
1236,Three bed,Laois,941.97,14625,91877,1385.131496350365,0.0644082051282051,99.83,89.49,30.21,27.3,10.06,57805
1237,All bedrooms,Laois,932.67,14625,91877,1298.127292225201,0.0637723076923076,99.83,89.49,30.21,27.3,10.06,57805
1238,1 to 3 bed,Laois,930.77,14625,91877,1230.7152459016395,0.0636423931623931,99.83,89.49,30.21,27.3,10.06,57805
1239,All bedrooms,Laois,929.04,14625,91877,1298.127292225201,0.0635241025641025,99.83,89.49,30.21,27.3,10.06,57805
1240,1 to 3 bed,Laois,913.8,14625,91877,1230.7152459016395,0.0624820512820512,99.83,89.49,30.21,27.3,10.06,57805
1241,1 to 2 bed,Laois,908.26,14625,91877,1184.0090322580645,0.0621032478632478,99.83,89.49,30.21,27.3,10.06,57805
1242,Two bed,Laois,900.92,14625,91877,1274.9833802816902,0.0616013675213675,99.83,89.49,30.21,27.3,10.06,57805
1243,Two bed,Laois,895.78,14625,91877,1274.9833802816902,0.0612499145299145,99.83,89.49,30.21,27.3,10.06,57805
1244,1 to 3 bed,Laois,880.46,14625,91877,1230.7152459016395,0.0602023931623931,99.83,89.49,30.21,27.3,10.06,57805
1245,All bedrooms,Laois,868.81,14625,91877,1298.127292225201,0.0594058119658119,99.83,89.49,30.21,27.3,10.06,57805
1246,1 to 3 bed,Laois,855.76,14625,91877,1230.7152459016395,0.0585135042735042,99.83,89.49,30.21,27.3,10.06,57805
1247,1 to 2 bed,Laois,855.29,14625,91877,1184.0090322580645,0.0584813675213675,99.83,89.49,30.21,27.3,10.06,57805
1248,Two bed,Laois,854.0,14625,91877,1274.9833802816902,0.0583931623931623,99.83,89.49,30.21,27.3,10.06,57805
1249,1 to 2 bed,Laois,847.6,14625,91877,1184.0090322580645,0.0579555555555555,99.83,89.49,30.21,27.3,10.06,57805
1250,1 to 2 bed,Laois,809.06,14625,91877,1184.0090322580645,0.0553203418803418,99.83,89.49,30.21,27.3,10.06,57805
1251,One bed,Laois,734.03,14625,91877,1057.0936904761904,0.0501900854700854,99.83,89.49,30.21,27.3,10.06,57805
1252,One bed,Laois,701.52,14625,91877,1057.0936904761904,0.0479671794871794,99.83,89.49,30.21,27.3,10.06,57805
1253,One bed,Laois,700.57,14625,91877,1057.0936904761904,0.0479022222222222,99.83,89.49,30.21,27.3,10.06,57805
1254,Four plus bed,Leitrim,906.36,7625,35199,1680.8637333333334,0.1188668852459016,21.17,188.69,12.31,12.44,4.64,48168
1255,Four plus bed,Leitrim,827.6,7625,35199,1680.8637333333334,0.1085377049180327,21.17,188.69,12.31,12.44,4.64,48168
1256,Three bed,Leitrim,812.63,7625,35199,1385.131496350365,0.1065744262295081,21.17,188.69,12.31,12.44,4.64,48168
1257,All bedrooms,Leitrim,756.71,7625,35199,1298.127292225201,0.0992406557377049,21.17,188.69,12.31,12.44,4.64,48168
1258,1 to 3 bed,Leitrim,730.12,7625,35199,1230.7152459016395,0.0957534426229508,21.17,188.69,12.31,12.44,4.64,48168
1259,Two bed,Leitrim,719.92,7625,35199,1274.9833802816902,0.094415737704918,21.17,188.69,12.31,12.44,4.64,48168
1260,Three bed,Leitrim,715.11,7625,35199,1385.131496350365,0.0937849180327869,21.17,188.69,12.31,12.44,4.64,48168
1261,All bedrooms,Leitrim,710.51,7625,35199,1298.127292225201,0.0931816393442623,21.17,188.69,12.31,12.44,4.64,48168
1262,1 to 2 bed,Leitrim,692.34,7625,35199,1184.0090322580645,0.0907986885245901,21.17,188.69,12.31,12.44,4.64,48168
1263,1 to 3 bed,Leitrim,682.32,7625,35199,1230.7152459016395,0.0894845901639344,21.17,188.69,12.31,12.44,4.64,48168
1264,Two bed,Leitrim,677.74,7625,35199,1274.9833802816902,0.0888839344262295,21.17,188.69,12.31,12.44,4.64,48168
1265,1 to 2 bed,Leitrim,650.27,7625,35199,1184.0090322580645,0.0852813114754098,21.17,188.69,12.31,12.44,4.64,48168
1266,Three bed,Leitrim,634.44,7625,35199,1385.131496350365,0.0832052459016393,21.17,188.69,12.31,12.44,4.64,48168
1267,One bed,Leitrim,613.46,7625,35199,1057.0936904761904,0.0804537704918032,21.17,188.69,12.31,12.44,4.64,48168
1268,All bedrooms,Leitrim,612.75,7625,35199,1298.127292225201,0.0803606557377049,21.17,188.69,12.31,12.44,4.64,48168
1269,1 to 3 bed,Leitrim,596.15,7625,35199,1230.7152459016395,0.078183606557377,21.17,188.69,12.31,12.44,4.64,48168
1270,One bed,Leitrim,559.18,7625,35199,1057.0936904761904,0.0733350819672131,21.17,188.69,12.31,12.44,4.64,48168
1271,1 to 2 bed,Leitrim,545.09,7625,35199,1184.0090322580645,0.0714872131147541,21.17,188.69,12.31,12.44,4.64,48168
1272,Four plus bed,Limerick,1983.25,14833,209536,1680.8637333333334,0.1337052518034113,360.65,763.67,106.06,404.3,74.21,57374
1273,Four plus bed,Limerick,1728.91,14833,209536,1680.8637333333334,0.1165583496258342,360.65,763.67,106.06,404.3,74.21,57374
1274,All bedrooms,Limerick,1665.94,14833,209536,1298.127292225201,0.1123130856873188,360.65,763.67,106.06,404.3,74.21,57374
1275,Four plus bed,Limerick,1622.81,14833,209536,1680.8637333333334,0.1094053798961774,360.65,763.67,106.06,404.3,74.21,57374
1276,Four plus bed,Limerick,1548.12,14833,209536,1680.8637333333334,0.1043699858423784,360.65,763.67,106.06,404.3,74.21,57374
1277,Four plus bed,Limerick,1528.73,14833,209536,1680.8637333333334,0.1030627654554035,360.65,763.67,106.06,404.3,74.21,57374
1278,All bedrooms,Limerick,1410.23,14833,209536,1298.127292225201,0.0950738218836378,360.65,763.67,106.06,404.3,74.21,57374
1279,Three bed,Limerick,1372.61,14833,209536,1385.131496350365,0.0925375851142722,360.65,763.67,106.06,404.3,74.21,57374
1280,Three bed,Limerick,1332.15,14833,209536,1385.131496350365,0.0898098833681655,360.65,763.67,106.06,404.3,74.21,57374
1281,All bedrooms,Limerick,1308.28,14833,209536,1298.127292225201,0.0882006337221061,360.65,763.67,106.06,404.3,74.21,57374
1282,1 to 3 bed,Limerick,1308.16,14833,209536,1230.7152459016395,0.0881925436526663,360.65,763.67,106.06,404.3,74.21,57374
1283,1 to 3 bed,Limerick,1268.9,14833,209536,1230.7152459016395,0.0855457426009573,360.65,763.67,106.06,404.3,74.21,57374
1284,All bedrooms,Limerick,1263.82,14833,209536,1298.127292225201,0.085203262994674,360.65,763.67,106.06,404.3,74.21,57374
1285,All bedrooms,Limerick,1260.06,14833,209536,1298.127292225201,0.0849497741522281,360.65,763.67,106.06,404.3,74.21,57374
1286,Three bed,Limerick,1255.4,14833,209536,1385.131496350365,0.084635609788984,360.65,763.67,106.06,404.3,74.21,57374
1287,Three bed,Limerick,1254.21,14833,209536,1385.131496350365,0.0845553832670397,360.65,763.67,106.06,404.3,74.21,57374
1288,1 to 3 bed,Limerick,1219.35,14833,209536,1230.7152459016395,0.0822052180947886,360.65,763.67,106.06,404.3,74.21,57374
1289,1 to 3 bed,Limerick,1208.81,14833,209536,1230.7152459016395,0.0814946403289961,360.65,763.67,106.06,404.3,74.21,57374
1290,All bedrooms,Limerick,1190.5,14833,209536,1298.127292225201,0.080260230566979,360.65,763.67,106.06,404.3,74.21,57374
1291,Two bed,Limerick,1171.67,14833,209536,1274.9833802816902,0.0789907638373896,360.65,763.67,106.06,404.3,74.21,57374
1292,All bedrooms,Limerick,1164.08,14833,209536,1298.127292225201,0.0784790669453246,360.65,763.67,106.06,404.3,74.21,57374
1293,Two bed,Limerick,1162.95,14833,209536,1274.9833802816902,0.0784028854581001,360.65,763.67,106.06,404.3,74.21,57374
1294,Three bed,Limerick,1155.49,14833,209536,1385.131496350365,0.0778999528079282,360.65,763.67,106.06,404.3,74.21,57374
1295,1 to 2 bed,Limerick,1145.76,14833,209536,1184.0090322580645,0.0772439830108541,360.65,763.67,106.06,404.3,74.21,57374
1296,Three bed,Limerick,1137.46,14833,209536,1385.131496350365,0.0766844198746039,360.65,763.67,106.06,404.3,74.21,57374
1297,1 to 2 bed,Limerick,1137.11,14833,209536,1184.0090322580645,0.0766608238387379,360.65,763.67,106.06,404.3,74.21,57374
1298,All bedrooms,Limerick,1132.51,14833,209536,1298.127292225201,0.0763507045102137,360.65,763.67,106.06,404.3,74.21,57374
1299,1 to 3 bed,Limerick,1128.37,14833,209536,1230.7152459016395,0.0760715971145419,360.65,763.67,106.06,404.3,74.21,57374
1300,Two bed,Limerick,1110.8,14833,209536,1274.9833802816902,0.0748870761140699,360.65,763.67,106.06,404.3,74.21,57374
1301,1 to 3 bed,Limerick,1099.97,14833,209536,1230.7152459016395,0.0741569473471314,360.65,763.67,106.06,404.3,74.21,57374
1302,1 to 3 bed,Limerick,1072.65,14833,209536,1230.7152459016395,0.0723151082046787,360.65,763.67,106.06,404.3,74.21,57374
1303,Two bed,Limerick,1067.05,14833,209536,1274.9833802816902,0.0719375716308231,360.65,763.67,106.06,404.3,74.21,57374
1304,1 to 2 bed,Limerick,1067.05,14833,209536,1184.0090322580645,0.0719375716308231,360.65,763.67,106.06,404.3,74.21,57374
1305,1 to 3 bed,Limerick,1065.78,14833,209536,1230.7152459016395,0.0718519517292523,360.65,763.67,106.06,404.3,74.21,57374
1306,Two bed,Limerick,1061.42,14833,209536,1274.9833802816902,0.0715580125396076,360.65,763.67,106.06,404.3,74.21,57374
1307,1 to 2 bed,Limerick,1053.17,14833,209536,1184.0090322580645,0.0710018202656239,360.65,763.67,106.06,404.3,74.21,57374
1308,Three bed,Limerick,1043.62,14833,209536,1385.131496350365,0.0703579855727094,360.65,763.67,106.06,404.3,74.21,57374
1309,1 to 2 bed,Limerick,1002.56,14833,209536,1184.0090322580645,0.067589833479404,360.65,763.67,106.06,404.3,74.21,57374
1310,All bedrooms,Limerick,963.47,14833,209536,1298.127292225201,0.0649544933594013,360.65,763.67,106.06,404.3,74.21,57374
1311,1 to 3 bed,Limerick,963.47,14833,209536,1230.7152459016395,0.0649544933594013,360.65,763.67,106.06,404.3,74.21,57374
1312,Two bed,Limerick,958.85,14833,209536,1274.9833802816902,0.0646430256859704,360.65,763.67,106.06,404.3,74.21,57374
1313,1 to 2 bed,Limerick,944.15,14833,209536,1184.0090322580645,0.0636519921795995,360.65,763.67,106.06,404.3,74.21,57374
1314,Four plus bed,Limerick,919.82,14833,209536,1680.8637333333334,0.0620117306006876,360.65,763.67,106.06,404.3,74.21,57374
1315,One bed,Limerick,881.26,14833,209536,1057.0936904761904,0.0594121216207105,360.65,763.67,106.06,404.3,74.21,57374
1316,Three bed,Limerick,880.89,14833,209536,1385.131496350365,0.0593871772399379,360.65,763.67,106.06,404.3,74.21,57374
